Site,disease_ca_dim1,disease_ca_dim2,mechanism_ca_dim1,mechanism_ca_dim2,disease_inertia_dim1,disease_inertia_dim2,mechanism_inertia_dim1,mechanism_inertia_dim2
BL25,-0.5617846743162626,1.465752402441339,-0.6252075136397618,0.26146369398922104,0.46140387104612096,0.270405346592282,0.42801491299873073,0.24575255515665567
ST25,-0.42812039304749816,1.2058444224708713,-0.7166572691749792,0.007148381746369255,0.46140387104612096,0.270405346592282,0.42801491299873073,0.24575255515665567
CV12,-0.22363194936228142,0.3917198436004195,-0.2640862229702865,-0.5585731185462979,0.46140387104612096,0.270405346592282,0.42801491299873073,0.24575255515665567
PC6,1.474986992211695,0.15057486659378813,0.22309946632464256,-0.09707499899958814,0.46140387104612096,0.270405346592282,0.42801491299873073,0.24575255515665567
LI4,0.08073334307742498,-0.3864548733474545,0.1935895302643585,-0.24822414397287715,0.46140387104612096,0.270405346592282,0.42801491299873073,0.24575255515665567
SP6,-0.2423827136029035,-0.44115734745595747,0.05631268119013655,0.19932070278595268,0.46140387104612096,0.270405346592282,0.42801491299873073,0.24575255515665567
ST36,-0.11888321002374795,-0.017918015565694487,0.018311499504839384,0.017899970128867182,0.46140387104612096,0.270405346592282,0.42801491299873073,0.24575255515665567
