Site,disease_dim1,disease_dim2,mechanism_dim1,mechanism_dim2,disease_stress,mechanism_stress
BL25,-0.4544779014880188,0.1812475222172661,0.08540528518429548,0.08194416984794324,0.0570418421354457,0.0030387491498705243
ST25,-0.3343593940970168,0.10977579268752198,0.11179795959525544,0.022365079434151863,0.0570418421354457,0.0030387491498705243
CV12,-0.07415415738958782,-0.03825803152949221,0.007157711692799241,-0.11305544249106828,0.0570418421354457,0.0030387491498705243
PC6,0.1941887326838148,-0.4149179470729457,-0.07095526804608791,0.020718076583893772,0.0570418421354457,0.0030387491498705243
LI4,0.3093231284129459,-0.07522736593327645,-0.08977525790110011,-0.033388472312303526,0.0570418421354457,0.0030387491498705243
SP6,0.22721877058538645,0.16688668937723558,-0.02074043649949821,0.019636854538072873,0.0570418421354457,0.0030387491498705243
ST36,0.1322608212924762,0.07049334025369092,-0.022889994025663954,0.001779734399310081,0.0570418421354457,0.0030387491498705243
