Site,disease_dim1,disease_dim2,mechanism_dim1,mechanism_dim2,disease_stress,mechanism_stress
BL25,0.4942130207905352,0.2403088502469488,-0.19148466435364014,-0.04584900327272921,0.09253270953578882,0.020293859293034615
GV4,-0.36653950713734057,-0.1476714690722946,0.41461087437450067,0.12629912107338023,0.09253270953578882,0.020293859293034615
ST25,0.35650741822908877,0.18660052751307216,-0.14769778088878263,-0.09397487040200711,0.09253270953578882,0.020293859293034615
CV12,0.05340717746571891,0.07618536579136183,0.03876609593335714,-0.08141554346045608,0.09253270953578882,0.020293859293034615
PC6,-0.3699454812429071,0.2013043329095173,-0.006083152028760778,0.022465986810475746,0.09253270953578882,0.020293859293034615
LI4,-0.22613771282395653,-0.1534674106952303,-0.0013384075532328146,0.06289651148359504,0.09253270953578882,0.020293859293034615
SP6,0.046877438774162374,-0.2705419930016348,-0.06068637283008846,0.008799888073246312,0.09253270953578882,0.020293859293034615
ST36,0.011617645944698926,-0.13271820369174037,-0.04608659265335301,0.0007779096944950224,0.09253270953578882,0.020293859293034615
