Site,BL25,GV4,ST25,CV12,PC6,LI4,SP6,ST36
BL25,0.0,0.7841036379604033,2.588685922078819,2.860102570522609,2.873955283776975,3.693000178198944,2.142405810723399,2.1601101759395904
GV4,0.7841036379604033,0.0,2.812035366006424,2.8711451273492195,3.265536529146757,4.1323531812790995,2.6213681023983275,2.8012742626510563
ST25,2.588685922078819,2.812035366006424,0.0,0.8199227701241196,2.4277241431999355,2.75850251768922,1.5979075351277965,1.7909790375904113
CV12,2.860102570522609,2.8711451273492195,0.8199227701241196,0.0,2.6591429423139146,3.048099219275938,2.3042068616421973,2.5630007136027735
PC6,2.873955283776975,3.265536529146757,2.4277241431999355,2.6591429423139146,0.0,0.9358001222535606,3.126204188325165,2.5565731420179167
LI4,3.693000178198944,4.1323531812790995,2.75850251768922,3.048099219275938,0.9358001222535606,0.0,3.5121081286002584,2.8774695155640115
SP6,2.142405810723399,2.6213681023983275,1.5979075351277965,2.3042068616421973,3.126204188325165,3.5121081286002584,0.0,0.8739104836623266
ST36,2.1601101759395904,2.8012742626510563,1.7909790375904113,2.5630007136027735,2.5565731420179167,2.8774695155640115,0.8739104836623266,0.0
